2012-06-20 13:08:14,652 | INFO  |  |  | main | MLog - MLog clients using log4j logging.
2012-06-20 13:14:18,992 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 3
2012-06-20 13:14:18,992 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 4
2012-06-20 13:14:18,993 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 4
2012-06-20 13:14:18,993 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 5
2012-06-20 13:14:18,993 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 5
2012-06-20 13:14:18,993 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 6
2012-06-20 13:14:18,993 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 7
2012-06-20 13:14:18,993 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 8
2012-06-20 13:14:19,011 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | UserQuestRetrieveUtils - retrieving unredeemed and redeemed user quests for userId 2596
2012-06-20 13:14:19,058 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | QuestRetrieveUtils - retrieving all quest data
2012-06-20 13:14:19,060 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | NeutralCityElementsRetrieveUtils - retrieving neutral city element with assetId 4 in cityId 4
2012-06-20 13:14:19,167 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | NeutralCityElementsRetrieveUtils - retrieving neutral city element with assetId 1 in cityId 0
2012-06-20 13:14:19,204 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | QuestRetrieveUtils - retrieving quest graph
2012-06-20 13:14:19,240 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | UserEquipRetrieveUtils - retrieving user equips for userId 2596
2012-06-20 13:14:19,272 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:14:19,301 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | UserRetrieveUtils - retrieving list of users for user 2596 with requested types [BAD_ARCHER, BAD_MAGE, BAD_WARRIOR] , 8 users  around player level 18, guaranteeNum=false, latLowerBound=null, latUpperBound=null, longLowerBound=null, longUpperBound=null, forBattle=false
2012-06-20 13:14:19,368 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | UserRetrieveUtils - retrieved 8 users in level range 16-19 when 8 around 18 were requested
2012-06-20 13:14:19,372 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | LevelsRequiredExperienceRetrieveUtils - retrieving exp-requirement for level 19
2012-06-20 13:14:19,372 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | LevelsRequiredExperienceRetrieveUtils - retrieving exp-requirement for level 18
2012-06-20 13:14:19,393 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | MarketplaceTransactionRetrieveUtils - retrieving up to 10 most recent marketplace transactions posts for 2596
2012-06-20 13:14:19,465 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | BattleDetailsRetrieveUtils - retrieving most recent battle details posts for 2596
2012-06-20 13:14:19,556 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | PlayerWallPostRetrieveUtils - retrieving 15 player wall posts for wallOwner 2596
2012-06-20 13:14:19,593 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | UserRetrieveUtils - retrieving users with userIds [2602, 2609, 2602, 2618, 1, 2602, 2602, 2602, 2602, 1, 2625, 2596, 2596, 2596, 2596, 2596, 2596, 2596, 2596, 2596, 2596, 2596, 2596, 2596, 2590]
2012-06-20 13:14:19,731 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:14:19,765 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:14:19,765 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:14:19,765 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:14:19,766 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:14:19,766 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:14:19,766 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:14:19,766 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:14:19,766 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:14:19,766 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:14:19,904 | INFO  | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | StartupController - Writing event: com.lvl6.events.response.StartupResponseEvent@37c3432a
2012-06-20 13:14:19,998 | INFO  | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EventController - Finished processing event: com.lvl6.events.request.StartupRequestEvent@bbef5e8, took ~3.0 seconds
2012-06-20 13:14:19,998 | WARN  | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | EventController - event: com.lvl6.events.request.StartupRequestEvent@bbef5e8 took over 1 seconds
2012-06-20 13:14:20,267 | INFO  |  |  | Thread-11 | Attachment - Read event type: C_LOAD_PLAYER_CITY_EVENT and size: 19
2012-06-20 13:14:20,332 | DEBUG |  |  | Thread-11 | SelectAndRead - delegate event, new player created and channel set, player:2596, channel: java.nio.channels.SocketChannel[connected local=/10.1.10.10:8888 remote=/10.1.10.20:50116]
2012-06-20 13:14:20,333 | INFO  |  |  | Thread-11 | Attachment - Read event type: C_RETRIEVE_STATIC_DATA_EVENT and size: 24
2012-06-20 13:14:20,335 | INFO  | 2596 | /10.1.10.20 | LoadPlayerCityController9 | EventController - Received event: com.lvl6.events.request.LoadPlayerCityRequestEvent@35e80f3a
2012-06-20 13:14:20,472 | INFO  |  |  | Thread-11 | Attachment - Read event type: C_EARN_FREE_DIAMONDS and size: 57
2012-06-20 13:14:20,477 | INFO  | 2596 | /10.1.10.20 | RetrieveStaticDataController14 | EventController - Received event: com.lvl6.events.request.RetrieveStaticDataRequestEvent@39b6a053
2012-06-20 13:14:21,119 | INFO  |  |  | Thread-11 | Attachment - Read event type: C_ENABLE_APNS_EVENT and size: 82
2012-06-20 13:14:21,121 | INFO  | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | EventController - Received event: com.lvl6.events.request.EarnFreeDiamondsRequestEvent@4318abfe
2012-06-20 13:14:21,175 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController14 | TaskRetrieveUtils - retrieving all tasks data map
2012-06-20 13:14:21,290 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController14 | TaskEquipReqRetrieveUtils - retrieving equipment reqs for task with id 36
2012-06-20 13:14:21,291 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController14 | TaskEquipReqRetrieveUtils - retrieving equipment reqs for task with id 37
2012-06-20 13:14:21,292 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController14 | TaskEquipReqRetrieveUtils - retrieving equipment reqs for task with id 35
2012-06-20 13:14:21,292 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController14 | BuildStructJobRetrieveUtils - retrieving all build struct job data
2012-06-20 13:14:21,336 | INFO  | 2596 | /10.1.10.20 | RetrieveStaticDataController14 | EventController - Finished processing event: com.lvl6.events.request.RetrieveStaticDataRequestEvent@39b6a053, took ~0.0 seconds
2012-06-20 13:14:21,338 | INFO  |  |  | EventWriter2 | EventWriter - writer received event=com.lvl6.events.response.RetrieveStaticDataResponseEvent@251c135c
2012-06-20 13:14:21,339 | INFO  |  |  | EventWriter2 | EventWriter - writing normal event with type=S_RETRIEVE_STATIC_DATA_EVENT to player with id 2596, event=com.lvl6.events.response.RetrieveStaticDataResponseEvent@251c135c
2012-06-20 13:14:21,381 | INFO  | 2596 | /10.1.10.20 | EnableAPNSController0 | EventController - Received event: com.lvl6.events.request.EnableAPNSRequestEvent@2279ecf4
2012-06-20 13:14:21,517 | INFO  |  |  | Thread-11 | Attachment - Read event type: C_RETRIEVE_STATIC_DATA_EVENT and size: 36
2012-06-20 13:14:21,520 | INFO  | 2596 | /10.1.10.20 | RetrieveStaticDataController14 | EventController - Received event: com.lvl6.events.request.RetrieveStaticDataRequestEvent@16fa21a4
2012-06-20 13:14:21,520 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController14 | StructureRetrieveUtils - retrieving all structs data
2012-06-20 13:14:21,616 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController14 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:14:21,618 | INFO  | 2596 | /10.1.10.20 | RetrieveStaticDataController14 | EventController - Finished processing event: com.lvl6.events.request.RetrieveStaticDataRequestEvent@16fa21a4, took ~0.0 seconds
2012-06-20 13:14:21,618 | INFO  |  |  | EventWriter2 | EventWriter - writer received event=com.lvl6.events.response.RetrieveStaticDataResponseEvent@304caadb
2012-06-20 13:14:21,621 | INFO  |  |  | EventWriter2 | EventWriter - writing normal event with type=S_RETRIEVE_STATIC_DATA_EVENT to player with id 2596, event=com.lvl6.events.response.RetrieveStaticDataResponseEvent@304caadb
2012-06-20 13:14:21,622 | DEBUG | 2596 | /10.1.10.20 | EnableAPNSController0 | UserRetrieveUtils - retrieving user with userId 2596
2012-06-20 13:14:21,657 | INFO  |  |  | EventWriter2 | EventWriter - writer received event=com.lvl6.events.response.EnableAPNSResponseEvent@5c6c2308
2012-06-20 13:14:21,657 | INFO  |  |  | EventWriter2 | EventWriter - writing normal event with type=S_ENABLE_APNS_EVENT to player with id 2596, event=com.lvl6.events.response.EnableAPNSResponseEvent@5c6c2308
2012-06-20 13:14:21,690 | INFO  | 2596 | /10.1.10.20 | EnableAPNSController0 | EventController - Finished processing event: com.lvl6.events.request.EnableAPNSRequestEvent@2279ecf4, took ~0.0 seconds
2012-06-20 13:14:21,690 | DEBUG | 2596 | /10.1.10.20 | LoadPlayerCityController9 | UserRetrieveUtils - retrieving user with userId 2596
2012-06-20 13:14:21,758 | DEBUG | 2596 | /10.1.10.20 | LoadPlayerCityController9 | UserStructRetrieveUtils - retrieving user structs for userId 2596
2012-06-20 13:14:21,838 | DEBUG | 2596 | /10.1.10.20 | LoadPlayerCityController9 | UserRetrieveUtils - retrieving list of users for user 2596 with requested types [GOOD_ARCHER, GOOD_MAGE, GOOD_WARRIOR] , 4 users  around player level 18, guaranteeNum=false, latLowerBound=null, latUpperBound=null, longLowerBound=null, longUpperBound=null, forBattle=false
2012-06-20 13:14:21,870 | DEBUG | 2596 | /10.1.10.20 | LoadPlayerCityController9 | UserRetrieveUtils - retrieved 4 users in level range 16-19 when 4 around 18 were requested
2012-06-20 13:14:21,870 | INFO  |  |  | EventWriter2 | EventWriter - writer received event=com.lvl6.events.response.LoadPlayerCityResponseEvent@34189cab
2012-06-20 13:14:21,870 | INFO  | 2596 | /10.1.10.20 | LoadPlayerCityController9 | EventController - Finished processing event: com.lvl6.events.request.LoadPlayerCityRequestEvent@35e80f3a, took ~1.0 seconds
2012-06-20 13:14:21,871 | INFO  |  |  | EventWriter2 | EventWriter - writing normal event with type=S_LOAD_PLAYER_CITY_EVENT to player with id 2596, event=com.lvl6.events.response.LoadPlayerCityResponseEvent@34189cab
2012-06-20 13:14:21,971 | INFO  |  |  | Thread-11 | Attachment - Read event type: C_RETRIEVE_STATIC_DATA_EVENT and size: 20
2012-06-20 13:14:21,971 | INFO  | 2596 | /10.1.10.20 | RetrieveStaticDataController14 | EventController - Received event: com.lvl6.events.request.RetrieveStaticDataRequestEvent@3bd5b945
2012-06-20 13:14:21,971 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController14 | StructureRetrieveUtils - retrieving all structs data
2012-06-20 13:14:21,971 | INFO  | 2596 | /10.1.10.20 | RetrieveStaticDataController14 | EventController - Finished processing event: com.lvl6.events.request.RetrieveStaticDataRequestEvent@3bd5b945, took ~0.0 seconds
2012-06-20 13:14:21,972 | INFO  |  |  | EventWriter2 | EventWriter - writer received event=com.lvl6.events.response.RetrieveStaticDataResponseEvent@4c767fb3
2012-06-20 13:14:21,972 | INFO  |  |  | EventWriter2 | EventWriter - writing normal event with type=S_RETRIEVE_STATIC_DATA_EVENT to player with id 2596, event=com.lvl6.events.response.RetrieveStaticDataResponseEvent@4c767fb3
2012-06-20 13:15:26,275 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | UserRetrieveUtils - retrieving user with userId 2596
2012-06-20 13:15:32,515 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | BasicClientConnectionManager - Get connection for route {s}->https://api.kiip.me
2012-06-20 13:15:32,774 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | DefaultClientConnectionOperator - Connecting to api.kiip.me:443
2012-06-20 13:15:33,447 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | RequestAddCookies - CookieSpec selected: best-match
2012-06-20 13:15:33,465 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | RequestAuthCache - Auth cache not set in the context
2012-06-20 13:15:33,465 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | RequestProxyAuthentication - Proxy auth state: UNCHALLENGED
2012-06-20 13:15:33,466 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | DefaultHttpClient - Attempt 1 to execute request
2012-06-20 13:15:33,466 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | DefaultClientConnection - Sending request: POST /1.0/transaction/verify HTTP/1.1
2012-06-20 13:15:33,466 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "POST /1.0/transaction/verify HTTP/1.1[\r][\n]"
2012-06-20 13:15:33,467 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Authorization: OAuth oauth_consumer_key="d6c7530ce4dc64ecbff535e521a241e3", oauth_nonce="4854675380791823740", oauth_signature="TdIWYX%2FPIUlqyb3aUhZ1GmaLrSo%3D", oauth_signature_method="HMAC-SHA1", oauth_timestamp="1340223331", oauth_version="1.0"[\r][\n]"
2012-06-20 13:15:33,467 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Content-Length: 542[\r][\n]"
2012-06-20 13:15:33,467 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Content-Type: multipart/form-data; boundary=W4zYji-dtcCFq-lYO2ez2sP6eujccJ_w0[\r][\n]"
2012-06-20 13:15:33,467 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Host: api.kiip.me[\r][\n]"
2012-06-20 13:15:33,467 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "Connection: Keep-Alive[\r][\n]"
2012-06-20 13:15:33,467 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "User-Agent: Apache-HttpClient/4.2 (java 1.5)[\r][\n]"
2012-06-20 13:15:33,467 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | wire - >> "[\r][\n]"
2012-06-20 13:15:33,467 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> POST /1.0/transaction/verify HTTP/1.1
2012-06-20 13:15:33,468 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> Authorization: OAuth oauth_consumer_key="d6c7530ce4dc64ecbff535e521a241e3", oauth_nonce="4854675380791823740", oauth_signature="TdIWYX%2FPIUlqyb3aUhZ1GmaLrSo%3D", oauth_signature_method="HMAC-SHA1", oauth_timestamp="1340223331", oauth_version="1.0"
2012-06-20 13:15:33,468 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> Content-Length: 542
2012-06-20 13:15:33,468 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> Content-Type: multipart/form-data; boundary=W4zYji-dtcCFq-lYO2ez2sP6eujccJ_w0
2012-06-20 13:15:33,468 | DEBUG | 2596 | /10.1.10.20 | EarnFreeDiamondsController0 | headers - >> Host: api.kiip.me
